OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur;hauteur;Volume_1;hauteur_2;longueur_2;largeur_2;Volume_2;hauteur_3;longueur_3;largeur_3;Volume_3;hauteur_4;longueur_4;largeur_4;Volume 4;hauteur_5;longueur_5;largeur_5;Volume_5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
119;1;118;119;;;DCIM/rivrimouski_20240826103127.jpg;2024/08/26 10:30:34.094;"{""Bc""}";;D;1;100;;;"{""RG""}";{de988ac1-ddc0-4231-8574-a939376eed35};Non;1.836;1,836;510;180;20;1836000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;160;220;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
120;1;119;120;;;DCIM/rivrimouski_20240826103404.jpg;2024/08/26 10:33:29.286;"{""Bc""}";;D;1;80;20;;"{""RG""}";{e41e1528-d526-4ff9-9cdf-42546278db18};Non;2.48;2,48;800;310;10;2480000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;320;300;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
121;1;120;121;;;DCIM/rivrimouski_20240826103649.jpg;2024/08/26 10:36:05.643;"{""Bc""}";5;D;1;80;20;;"{""RG""}";{87b0ecbc-26e5-4f52-8afa-c63da96af87c};Non;23.2533333333333;23,25333333;800;363,3333333;80;23253333,33;;;;0;;;;0;;;;0;;;;0;MT LP;;;;;;;340;380;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
122;1;121;122;;;DCIM/rivrimouski_20240826104036.jpg;2024/08/26 10:39:39.154;"{""Bc""}";;D;1;70;25;5;"{""RG""}";{fa77de5a-92f8-48ef-a970-5073dd0e374a};Non;11.2;11,2;1280;175;50;11200000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;160;80;250;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
123;1;122;123;;;DCIM/rivrimouski_20240826104443.jpg;2024/08/26 10:42:24.447;"{""Pl""}";;D;1;85;15;;"{""RG""}";{decd4239-bc8b-4a35-9753-854c63076574};Non;47.348;47,348;5340;221,6666667;40;47348000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;20;230;180;260;370;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
124;1;123;124;;;DCIM/rivrimouski_20240826104728.jpg;2024/08/26 10:46:22.184;"{""Pl""}";;D;2;90;5;5;"{""RG""}";{1da34f7a-aecb-4475-8463-802e3b7ee581};Non;184.05;184,05;4090;450;100;184050000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;340;800;510;470;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
125;1;124;125;;;DCIM/rivrimouski_20240826105224.jpg;2024/08/26 10:50:55.977;"{""Bc""}";5;D;1;70;20;10;"{""RG""}";{e114e550-e5d8-49bb-ad47-8943d7374bd5};Non;6.53966666666667;6,539666667;470;56,66666667;50;1331666,667;80;930;70;5208000;;;;0;;;;0;;;;0;MT LP;2;T;;;;;60;70;40;;;;40;140;30;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;8806;cp;2016;5;30500
126;1;125;126;;;DCIM/rivrimouski_20240826105426.jpg;2024/08/26 10:53:22.342;"{""Bc""}";5;D;1;90;10;;"{""RG""}";{fe767b95-dddd-4182-806c-0522cabbb32b};Non;6.36;6,36;1060;100;60;6360000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;140;120;80;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
127;1;126;127;;;DCIM/rivrimouski_20240826105529.jpg;2024/08/26 10:55:03.524;"{""Bc""}";5;D;1;95;5;;"{""RG""}";{9d89a8b6-ba73-4dad-95a4-991042af9fc3};Non;4.69266666666667;4,692666667;590;33,33333333;40;786666,6667;40;1010;75;3030000;20;730;60;876000;;;;0;;;;0;MT LP;3;Discontinu;;;;;20;20;60;;;;100;100;80;20;;;50;70;60;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
128;1;127;128;;;DCIM/rivrimouski_20240826105919.jpg;2024/08/26 10:59:08.308;"{""Bc""}";5;D;1;80;10;10;"{""RG""}";{429c6681-bbf3-4641-b292-f96651ced315};Non;428.3136;428,3136;3380;528;240;428313600;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;1180;440;570;180;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
129;1;128;129;;;DCIM/rivrimouski_20240826112743.jpg;2024/08/26 11:19:59.799;"{""Bc""}";10;D;2;75;15;10;"{""RG""}";{2ff2c981-96af-4f2b-9cd2-3321317b8202};Non;376.1385;376,1385;1630;177,5;100;28932500;130;4880;260;164944000;170;1570;200;53380000;130;1730;430;96707000;110;3000;97,5;32175000;MT LP;5;Discontinu;;;;;200;120;190;200;;;310;350;210;310;120;;340;200;90;170;;;370;510;530;310;;;90;60;130;110;;;;;;59;;;;8806;cp;2016;5;30000
130;1;129;130;;;DCIM/rivrimouski_20240826113451.jpg;2024/08/26 11:33:04.652;"{""Pl""}";;D;2;85;5;10;"{""RG""}";{f60d1573-b382-4597-aff4-f62d0a634752};Non;338.258333333333;338,2583333;2750;465;220;281325000;350;800;203,3333333;56933333,33;;;;0;;;;0;;;;0;MT LP;2;L;;;;;120;830;510;400;;;200;300;110;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;8806;cp;2016;5;30000
131;1;130;131;;;DCIM/rivrimouski_20240826124244.jpg;2024/08/26 12:41:02.592;"{""Ch""}";10;P;1;75;10;15;"{""RG""}";{7dc24239-ea49-4183-b557-d8acef28bb9e};Non;211.464;211,464;2640;445;180;211464000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;510;480;370;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;8806;cp;2016;5;31500
132;1;131;132;;;DCIM/rivrimouski_20240826124712.jpg;2024/08/26 12:45:30.351;"{""Ch""}";10;M;1;80;5;15;"{""RG""}";{7ae18694-172b-4b1a-b560-2f47736ed592};Non;33.99;33,99;1100;257,5;120;33990000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;260;240;310;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
133;1;132;133;;;DCIM/rivrimouski_20240826125049.jpg;2024/08/26 12:48:52.689;"{""Ch""}";15;M;2;75;10;15;"{""RG""}";{b3ce11c7-df90-4339-a859-3ba41e15b970};Non;118.25625;118,25625;1750;397,5;170;118256250;;;;0;;;;0;;;;0;;;;0;MT LP;;;;;;;530;210;470;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
134;1;133;134;;;DCIM/rivrimouski_20240826125617.jpg;2024/08/26 12:52:54.656;"{""Ch""}";10;D;1;75;5;20;"{""RG""}";{f0460672-4d47-4702-8557-673aa6db97c2};Non;13.48;13,48;1200;60;50;3600000;260;380;100;9880000;;;;0;;;;0;;;;0;MT LP;2;T;;;;;80;50;30;80;;;150;100;50;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
135;1;134;135;;;DCIM/rivrimouski_20240826130224.jpg;2024/08/26 12:58:03.521;"{""Ch""}";25;D;3;80;10;10;"{""RG""}";{2761a7bc-53d6-4a3e-a5a0-40e2ff8383ca};Non;678.6;678,6;3900;580;300;678600000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;800;500;400;550;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
136;1;135;136;;;DCIM/rivrimouski_20240826130620.jpg;2024/08/26 13:05:11.067;"{""Ch""}";10;M;2;70;15;15;"{""RG""}";{97661dfd-77ed-4e52-b8e7-6bb85442ad5b};Non;210.666666666667;210,6666667;1000;526,6666667;400;210666666,7;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;510;470;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
137;1;136;137;;;DCIM/rivrimouski_20240826131025.jpg;2024/08/26 13:09:12.257;"{""Ch""}";10;M;2;75;10;15;"{""RG""}";{4e8c9b74-9577-4c56-a7f5-c5880f714bdb};Non;397.7775;397,7775;1660;532,5;450;397777500;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;510;470;830;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
138;1;137;138;;;DCIM/rivrimouski_20240826131354.jpg;2024/08/26 13:10:48.317;"{""Ch""}";10;M;2;75;15;10;"{""RG""}";{48e4bd12-91bd-45b3-bdd9-e2c0bb30bb4d};Non;115.2;115,2;1600;240;300;115200000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;100;250;300;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
139;1;138;139;;;DCIM/rivrimouski_20240826131553.jpg;2024/08/26 13:14:15.435;"{""Ch""}";5;M;1;95;5;;"{""RG""}";{a970145d-7c6a-41ce-9604-ff493fee4d2a};Non;83.7;83,7;1800;465;100;83700000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;510;430;320;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
140;1;139;140;;;DCIM/rivrimouski_20240826131857.jpg;2024/08/26 13:17:33.399;"{""Ch""}";5;M;2;70;20;10;"{""RG""}";{87a40626-e2d7-4a33-bcbe-097b02a0323a};Non;13.275;13,275;590;150;150;13275000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;140;190;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
141;1;140;141;;;DCIM/rivrimouski_20240826132524.jpg;2024/08/26 13:23:25.719;"{""Ch""}";20;M;2;50;25;25;"{""RG""}";{67ea0dec-59da-47b1-95c2-7dc981da685b};Non;57.3325;57,3325;1420;237,5;170;57332500;;;;0;;;;0;;;;0;;;;0;MT LP;;;;;;;180;310;260;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
142;1;141;142;;;DCIM/rivrimouski_20240826132748.jpg;2024/08/26 13:26:34.995;"{""Ch""}";5;P;1;70;20;10;"{""RG""}";{52fb6313-212a-4331-8b34-449a2182d48d};Non;31.725;31,725;1880;187,5;90;31725000;;;;0;;;;0;;;;0;;;;0;MT LP;;;;;;;120;230;250;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
143;1;142;143;;;DCIM/rivrimouski_20240826133054.jpg;2024/08/26 13:28:49.224;"{""Bc""}";5;M;1;80;5;15;"{""RG""}";{9706c710-63c8-4159-be36-520e400c0a12};Non;34.797;34,797;1640;132,5;120;26076000;90;1140;85;8721000;;;;0;;;;0;;;;0;MT LP;2;Discontinu;;;;;220;50;90;170;;;80;70;70;120;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
144;1;143;144;;;DCIM/rivrimouski_20240826133405.jpg;2024/08/26 13:32:22.808;"{""Bc""}";5;D;2;90;10;;"{""RG""}";{2225851b-043f-4af1-ac67-99fc6919e53c};Non;3.36;3,36;400;120;70;3360000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;110;150;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
145;1;144;145;;;DCIM/rivrimouski_20240826133546.jpg;2024/08/26 13:34:28.314;"{""Bc""}";5;M;2;100;;;"{""RG""}";{f8a2bc0c-dd14-4c32-b37a-84b1d2589e8e};Non;3.224;3,224;520;103,3333333;60;3224000;;;;0;;;;0;;;;0;;;;0;MT LP;1;;;;;;100;130;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
146;1;145;146;;;DCIM/rivrimouski_20240826133723.jpg;2024/08/26 13:36:29.082;"{""Bc""}";5;D;2;90;10;;"{""RG""}";{f992961c-fdb8-4107-8cfc-5dc165891e6f};Non;8.525;8,525;930;183,3333333;50;8525000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;180;150;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
147;1;146;147;;;DCIM/rivrimouski_20240826133905.jpg;2024/08/26 13:38:02.084;"{""Bc""}";5;M;1;90;10;;"{""RG""}";{c8a6b7e0-4ec9-47c4-86f2-79e5a3052f4d};Non;19.422;19,422;830;260;90;19422000;;;;0;;;;0;;;;0;;;;0;MT LP;;;;;;;350;260;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
148;1;147;148;;;DCIM/rivrimouski_20240826134016.jpg;2024/08/26 13:40:04.480;"{""Bc""}";10;M;2;80;15;5;"{""RG""}";{e142843f-171b-446d-8ddc-a276f7f4b7c2};Non;46.2226666666667;46,22266667;1370;405;80;44388000;20;860;106,6666667;1834666,667;;;;0;;;;0;;;;0;MT LP;2;Simple;;;;;460;560;310;290;;;140;80;100;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
149;1;148;149;;;DCIM/rivrimouski_20240826134506.jpg;2024/08/26 13:44:13.436;"{""Bc""}";5;D;1;80;10;10;"{""RG""}";{d3db6450-c50f-40c7-8822-bc2bda2a4e55};Non;5.03533333333333;5,035333333;830;86,66666667;70;5035333,333;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;70;130;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
150;1;149;150;;;DCIM/rivrimouski_20240826134722.jpg;2024/08/26 13:45:40.810;"{""Bc""}";15;M;2;80;10;10;"{""RG""}";{9b132472-d56a-4d5a-ba8e-936320327253};Non;13.572;13,572;1040;217,5;60;13572000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;150;170;320;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
151;1;150;151;;;DCIM/rivrimouski_20240826135004.jpg;2024/08/26 13:48:02.580;"{""Bc""}";10;D;2;80;20;;"{""RG""}";{c9f7c379-5b86-46bf-8ed5-8e87d5a8cf70};Non;38.031;38,031;870;350;110;33495000;60;630;120;4536000;;;;0;;;;0;;;;0;MT LP;2;L;;;;;340;330;380;;;;110;150;100;;;;;;;;;;;;;;;;;;;;;;;;;63;;;;8806;cp;2016;5;32000
152;1;151;152;;;;2024/08/26 13:51:00.384;"{""Bc""}";10;M;2;50;50;;"{""RG""}";{aae82903-4aaa-430c-b8c4-97b35b001be0};Non;33.957;33,957;1540;245;90;33957000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;380;250;230;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
153;1;152;153;;;DCIM/rivrimouski_20240826135430.jpg;2024/08/26 13:52:52.159;"{""Bc""}";15;M;2;50;40;10;"{""RG""}";{0fd4dd66-cf60-4137-a792-db643247d911};Non;51.06;51,06;2220;287,5;80;51060000;;;;0;;;;0;;;;0;;;;0;MT LP;;;;;;;250;260;400;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
154;1;153;154;;;DCIM/rivrimouski_20240826135636.jpg;2024/08/26 13:55:43.335;"{""Bc""}";5;D;1;90;10;;"{""RG""}";{401575ed-9982-470a-9a13-c8de5b346ff7};Non;4.08;4,08;680;150;40;4080000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;150;150;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
155;1;154;155;;;DCIM/rivrimouski_20240826135825.jpg;2024/08/26 13:57:13.739;"{""Bc""}";15;D;2;70;20;10;"{""RG""}";{9e3a0c39-3c11-4da5-b145-89ec9f56daef};Non;54.054;54,054;1320;292,5;140;54054000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;380;220;380;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
156;1;155;156;;;DCIM/rivrimouski_20240826140259.jpg;2024/08/26 13:59:03.968;"{""Bc""}";15;D;2;40;50;10;"{""RG""}";{d1de442f-c791-4a95-9ff3-d4fb65b229dc};Non;28.734;28,734;1640;252,5;60;24846000;30;990;73,33333333;2178000;30;570;100;1710000;;;;0;;;;0;MT LP;3;Discontinu;;;;;260;170;250;330;;;120;40;60;;;;80;110;110;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
157;1;156;157;;;DCIM/rivrimouski_20240826140508.jpg;2024/08/26 14:04:16.707;"{""Bc""}";5;M;1;70;30;;"{""RG""}";{f2986e8a-2e65-49b3-bfc0-70599465cd9f};Non;3.885;3,885;1110;87,5;40;3885000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;50;110;110;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
158;1;157;158;;;DCIM/rivrimouski_20240826140630.jpg;2024/08/26 14:05:39.411;"{""Bc""}";5;D;2;60;40;;"{""RG""}";{56310e91-773b-40d5-ac6e-d879c2894117};Non;1.69;1,69;260;130;50;1690000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;130;120;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
159;1;158;159;;;DCIM/rivrimouski_20240826140825.jpg;2024/08/26 14:07:20.229;"{""Bc""}";10;D;2;70;30;;"{""RG""}";{00e6963f-0c89-452e-a5b5-1f40fb0902c9};Non;18.69;18,69;900;296,6666667;70;18690000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;280;330;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
160;1;159;160;;;DCIM/rivrimouski_20240826140933.jpg;2024/08/26 14:08:52.301;"{""Bc""}";5;M;3;50;50;;"{""RG""}";{9ee782fd-f558-4110-96cc-246e83c0cad5};Non;3.98666666666667;3,986666667;260;153,3333333;100;3986666,667;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;180;170;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
161;1;160;161;;;DCIM/rivrimouski_20240826143730.jpg;2024/08/26 14:36:09.418;"{""Ch""}";5;M;1;40;30;30;"{""RG""}";{54ad1fd2-e2a3-487e-94e7-26ae8e90ee3b};Non;5.4;5,4;600;150;60;5400000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;150;200;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
162;1;161;162;;;DCIM/rivrimouski_20240826144438.jpg;2024/08/26 14:41:45.057;"{""Bc""}";50;M;3;70;20;10;"{""RG""}";{e72668f5-0048-44f0-b902-62590904f07a};Non;1678.6;1678,6;2600;1150;500;1495000000;300;1600;382,5;183600000;;;;0;;;;0;;;;0;MT LP;2;Discontinu;Sûrement une boite dans la pleine. difficile de se rendre en canot  safe;;;;1300;1000;900;1400;;;380;400;350;400;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
163;1;162;163;;;DCIM/rivrimouski_20240826150110.jpg;2024/08/26 14:59:52.919;"{""Bc""}";40;M;3;70;20;10;"{""RG""}";{7078e6ae-a832-434c-bf0a-dffd655f2289};Non;231.315;231,315;2080;430;90;80496000;70;1090;110;8393000;170;2360;355;142426000;;;;0;;;;0;MT LP;3;Discontinu;;;;;370;520;470;360;;;60;170;90;120;;;260;500;360;300;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
164;1;163;164;;;DCIM/rivrimouski_20240826151018.jpg;2024/08/26 15:07:40.446;"{""Bc""}";5;M;2;80;20;;"{""RG""}";{e41ced3e-e23e-4f05-b084-f0e0ea7b1bbf};Non;30.4575;30,4575;780;66,66666667;60;3120000;90;1500;202,5;27337500;;;;0;;;;0;;;;0;MT LP;2;T;;;;;90;60;50;;;;80;140;240;350;;;;;;;;;;;;;;;;;;;;;;;;65;;;;8806;cp;2016;5;33000
165;1;164;165;;;DCIM/rivrimouski_20240826152437.jpg;2024/08/26 15:23:36.625;"{""Bc""}";5;M;2;60;20;20;"{""RG""}";{14e1ae48-8cad-40a8-a8f8-61b06c996095};Non;20.188;20,188;1030;140;140;20188000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;140;90;100;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;8806;cp;2016;5;32500
166;1;165;166;;;DCIM/rivrimouski_20240826152712.jpg;2024/08/26 15:25:39.304;"{""Bc""}";30;M;2;60;30;10;"{""RG""}";{877b0667-14af-4540-9af0-d5df31c775d5};Non;307.2384;307,2384;3780;508;160;307238400;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;600;620;520;330;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
167;1;166;167;;;DCIM/rivrimouski_20240826153017.jpg;2024/08/26 15:29:21.807;"{""Bc""}";5;P;1;50;30;20;"{""RG""}";{01b9c96b-1998-4f3e-a4a1-5b8967bf076f};Non;38.208;38,208;1990;160;120;38208000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;110;260;210;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
168;1;167;168;;;DCIM/rivrimouski_20240826153423.jpg;2024/08/26 15:32:48.511;"{""Ch""}";5;D;1;100;;;"{""RG""}";{4c1d7825-30f2-49c4-afb8-f13dd77cd4d9};Non;3.20333333333333;3,203333333;620;103,3333333;50;3203333,333;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;60;170;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
169;1;168;169;;;DCIM/rivrimouski_20240826154311.jpg;2024/08/26 15:41:29.401;"{""Bc""}";5;M;1;70;20;10;"{""RG""}";{2a724a2c-079b-4345-ad26-3b6bb2584861};Non;10.07;10,07;1520;132,5;50;10070000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;70;180;200;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;;;;8806;cp;2016;5;33500
170;1;169;170;;;DCIM/rivrimouski_20240826155347.jpg;2024/08/26 15:53:34.941;"{""Ch""}";35;D;2;80;10;10;"{""RG""}";{69278aab-d4f1-4d0c-841f-34f3fde09064};Non;165;165;2200;250;300;165000000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;50;250;300;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
171;1;170;171;;;DCIM/rivrimouski_20240826155806.jpg;2024/08/26 15:56:18.971;"{""Ch""}";5;D;1;70;20;10;"{""RG""}";{6d794f54-7cf5-42a1-bd45-6ba37e875ec2};Non;15.36;15,36;1600;160;60;15360000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;150;110;180;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
172;1;171;172;;;DCIM/rivrimouski_20240826155818.jpg;2024/08/26 15:58:17.434;"{""Ch""}";45;M;3;60;30;10;"{""RG""}";{6c7b202c-1a94-4e4f-9728-40381adbbd0a};Non;2688;2688;4000;1120;600;2688000000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;1200;900;1400;800;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
173;1;172;173;;;DCIM/rivrimouski_20240826160317.jpg;2024/08/26 16:03:09.614;"{""Ch""}";35;M;3;50;30;20;"{""RG""}";{898c2f3c-b7aa-4a5b-8107-8723ed94df4f};Non;168;168;1600;525;200;168000000;;;;0;;;;0;;;;0;;;;0;MT LP;1;Simple;;;;;800;400;300;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;;;;8806;cp;2016;5;34000
174;1;173;174;;;DCIM/rivrimouski_20240827092111.jpg;2024/08/27 09:18:14.377;"{""Ch""}";15;M;2;60;30;10;"{""RG""}";{8fa80e3d-6ab1-4969-8c1e-dca78023cc90};Non;227.346;227,346;1360;155;150;31620000;180;1860;295;98766000;300;1280;252,5;96960000;;;;0;;;;0;MC LL;3;Discontinu;;;;;250;110;170;90;;;90;120;500;470;;;130;370;310;200;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
175;1;174;175;;;DCIM/rivrimouski_20240827092702.jpg;2024/08/27 09:27:00.299;"{""Ch""}";10;M;3;70;25;5;"{""RG""}";{19302cbd-a5b0-4da2-be78-b888bf8987bd};Non;409.36;409,36;3440;476;250;409360000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;510;550;700;510;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
176;1;175;176;;;DCIM/rivrimouski_20240827093633.jpg;2024/08/27 09:36:21.986;"{""Bc""}";25;M;3;50;30;20;"{""RG""}";{016e1fa5-c3bb-4a1f-844c-fcd4904f65a8};Non;1535.4928;1535,4928;3580;472;280;473132800;170;1300;360;79560000;350;6240;450;982800000;;;;0;;;;0;MC LL;3;Discontinu;;;;;420;290;1000;400;250;;220;220;500;500;;;400;500;600;700;300;200;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
177;1;176;177;;;DCIM/rivrimouski_20240827095339.jpg;2024/08/27 09:53:37.509;"{""Ch""}";15;M;2;60;25;15;"{""RG""}";{f085f2cf-5a66-4c09-bb41-ee7822fc4c2d};Non;483.9;483,9;780;246,6666667;150;28860000;300;5760;263,3333333;455040000;;;;0;;;;0;;;;0;MC LL;2;Discontinu;;;;;220;300;220;;;;400;250;190;200;350;190;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
178;1;177;178;;;DCIM/rivrimouski_20240827100220.jpg;2024/08/27 10:02:14.194;"{""Ch""}";10;M;1;50;30;20;"{""RG""}";{1d1b9a17-ef0d-4942-ab2d-5d13fa7ef36b};Non;187.2;187,2;4800;260;150;187200000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;300;400;250;200;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;8806;cp;2016;5;6000
