OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur boîte 1;hauteur;Volume 1;longueur_2;hauteur_2;largeur boite 2;Volume 2;hauteur_3;longueur_3;largeur boite 3;Volume 3;hauteur_4;longueur_4;largeur boite 4;Volume 4;hauteur_5;longueur_5;largeur boite 5;Volume 5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
290;1;289;585;;;DCIM/rivrimouski_20250727170748.jpg;2025/07/25 12:57:08.825;"{""Ch""}";2;D;2;70;;30;"{""RG""}";{cc551429-8673-4ade-9c02-d369120c1aa4};Non;105.624;105,62;1630;540,00;120;105624000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;380;840;510;430;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;72;;;;8806;cp;2016;5;36500
291;1;290;586;;;DCIM/rivrimouski_20250727171100.jpg;2025/07/25 12:57:08.825;"{""Ch""}";10;D;2;70;5;25;"{""RG""}";{bcf73ab9-b543-4213-b53f-e6783e5c1a06};Non;374.88;374,88;4000;852,00;110;374880000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;1610;1330;100;1020;200;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;72;;;;8806;cp;2016;5;36500
292;1;291;587;;;DCIM/rivrimouski_20250728091503.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;75;15;10;"{""RG""}";{ce6b0204-589c-4105-b913-2769b06518ca};Non;36.96;36,96;3360;220,00;50;36960000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;110;30;310;370;280;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;47;;;;8806;cp;2016;5;24000
293;1;292;588;;;DCIM/rivrimouski_20250728091741.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;2;50;40;10;"{""RG""}";{4d294fd3-3b79-437a-ba76-b123ab0c14e0};Non;9.8215;9,82;1620;182,50;30;8869500;1120;20;42,50;952000,00;;;;0;;;;0;;;;0;Sam et julianne;2;Discontinu;;;;;280;160;180;110;;;20;20;100;30;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;47;;;;8806;cp;2016;5;24000
294;1;293;589;;;DCIM/rivrimouski_20250728092055.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;50;30;20;"{""RG""}";{762f03f6-3916-4358-91fc-fd34d2511130};Non;1.595;1,60;550;96,67;30;1595000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;70;120;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;47;;;;8806;cp;2016;5;24000
295;1;294;590;;;DCIM/rivrimouski_20250728092305.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;80;15;5;"{""RG""}";{925efe33-fe18-4a8e-bf7b-20f82b654287};Non;0.66;0,66;440;50,00;30;660000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;70;50;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;47;;;;8806;cp;2016;5;24000
296;1;295;591;;;DCIM/rivrimouski_20250728092608.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;P;1;50;40;10;"{""RG""}";{a13019f8-a094-4915-94f6-1928e6910f17};Non;11.48;11,48;840;136,67;100;11480000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;110;170;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;47;;;;8806;cp;2016;5;24000
297;1;296;592;;;DCIM/rivrimouski_20250728093228.jpg;2025/07/25 12:57:08.825;"{""Bc""}";40;M;2;60;30;10;"{""RG""}";{5dbd0341-73d5-42ee-bc62-dfa58c6aa251};Non;323.5275;323,53;2650;427,50;100;113287500;4200;100;392,00;164640000,00;80;1900;300;45600000;;;;0;;;;0;Sam et julianne;3;Discontinu;;;;;200;500;510;500;;;550;320;560;300;230;;120;250;500;330;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;47;;;;8806;cp;2016;5;24000
298;1;297;593;;;DCIM/rivrimouski_20250728094601.jpg;2025/07/25 12:57:08.825;"{""Bc""}";40;M;2;70;15;15;"{""RG""}";{357dc376-5f33-453f-800a-3715147c8071};Non;147.3455;147,35;2510;260,00;80;52208000;2150;100;442,50;95137500,00;;;;0;;;;0;;;;0;Sam et julianne;2;Y;;;;;200;200;480;160;;;200;620;700;250;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;47;;;;8806;cp;2016;5;24000
299;1;298;594;;;DCIM/rivrimouski_20250728095752.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;M;2;50;30;20;"{""RG""}";{90b2754a-ca52-4055-a4a3-b5ce1b97206b};Non;156.75;156,75;3000;475,00;110;156750000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;350;600;400;550;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;49;;;;8806;cp;2016;5;25000
300;1;299;595;;;DCIM/rivrimouski_20250728101230.jpg;2025/07/25 12:57:08.825;"{""Pl""}";10;M;2;60;25;15;"{""RG""}";{e2d34c8e-41fb-4dfe-a0dd-88f8ca46a95f};Non;4166.66666666667;4166,67;5000;3333,33;250;4166666667;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;6000;3000;4000;3000;1500;2500;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;49;;;;8806;cp;2016;5;25000
301;1;300;596;;;DCIM/rivrimouski_20250728102051.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;3;70;20;10;"{""RG""}";{f05988a3-7d80-4beb-afda-c418ee128004};Non;1822.5;1822,50;4500;1350,00;300;1822500000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;2500;2000;1500;500;250;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;49;;;;8806;cp;2016;5;25000
302;1;301;597;;;DCIM/rivrimouski_20250728102407.jpg;2025/07/25 12:57:08.825;"{""Pl""}";1;M;1;90;10;;"{""RG""}";{b6fda53e-09aa-46ee-83cc-fac9a8617b28};Non;3.2;3,20;600;106,67;50;3200000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;100;190;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;49;;;;8806;cp;2016;5;25000
303;1;302;598;;;DCIM/rivrimouski_20250728103130.jpg;2025/07/25 12:57:08.825;"{""Pl""}";1;M;1;50;30;20;"{""RG""}";{b0a682ba-dd8c-4550-8c49-8ef9f18426a3};Non;6.38;6,38;1100;145,00;40;6380000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;370;130;60;20;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;50;;;;8806;cp;2016;5;25500
304;1;303;599;;;DCIM/rivrimouski_20250728103413.jpg;2025/07/25 12:57:08.825;"{""Pl""}";5;M;1;70;20;10;"{""RG""}";{d5632001-b8c6-4873-ae27-a1276ab98574};Non;8.424;8,42;780;180,00;60;8424000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;310;60;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;50;;;;8806;cp;2016;5;25500
305;1;304;600;;;DCIM/rivrimouski_20250728104018.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;50;25;25;"{""RG""}";{2e341f3a-8095-4e6f-b1e8-6d198566437c};Non;18.9;18,90;1750;135,00;80;18900000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;230;250;20;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;50;;;;8806;cp;2016;5;25500
306;1;305;601;;;DCIM/rivrimouski_20250728104530.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;D;1;90;5;5;"{""RG""}";{6d3956ea-fd3b-41a3-9ff8-8e5ad2fd42d3};Non;2.12875;2,13;1310;32,50;50;2128750;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;30;50;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;50;;;;8806;cp;2016;5;25500
307;1;306;602;;;DCIM/rivrimouski_20250728105654.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;M;1;50;30;20;"{""RG""}";{db3e3aa0-b903-4931-9eb7-1b9fa60d789e};Non;2.7775;2,78;1010;55,00;50;2777500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;;;;;;;20;80;70;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;52;;;;8806;cp;2016;5;26500
308;1;307;603;;;DCIM/rivrimouski_20250728110353.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;70;20;10;"{""RG""}";{928206b8-86a1-4929-aa1b-625498897f59};Non;231.13;231,13;1900;167,50;40;12730000;1400;120;1300,00;218400000,00;;;;0;;;;0;;;;0;Sam et julianne;2;Discontinu;;;;;200;220;190;60;;;1000;2500;1200;500;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;52;;;;8806;cp;2016;5;26500
309;1;308;604;;;DCIM/rivrimouski_20250728111348.jpg;2025/07/25 12:57:08.825;"{""Pl""}";10;M;2;70;20;10;"{""RG""}";{2f560ac5-29a0-4878-89cd-8fc713f55a28};Non;210.91;210,91;2620;575,00;140;210910000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;150;550;600;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;52;;;;8806;cp;2016;5;26500
310;1;309;605;;;DCIM/rivrimouski_20250728112102.jpg;2025/07/25 12:57:08.825;"{""Pl""}";5;D;2;65;25;10;"{""RG""}";{72f61ac2-5c28-4ced-aa1a-9638b1f58472};Non;80.39925;80,40;1650;407,50;110;73961250;1480;60;72,50;6438000,00;;;;0;;;;0;;;;0;Sam et julianne;2;Discontinu;;;;;180;450;600;400;;;30;20;10;230;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;52;;;;8806;cp;2016;5;26500
311;1;310;606;;;DCIM/rivrimouski_20250728112856.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;M;1;70;20;10;"{""RG""}";{ab68a7f9-4388-4cd5-bf31-fa2c7a853a29};Non;11.44;11,44;1100;130,00;80;11440000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;130;170;130;90;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;52;;;;8806;cp;2016;5;26500
312;1;311;607;;;DCIM/rivrimouski_20250728113052.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;M;1;80;10;10;"{""RG""}";{11e782fc-0155-443b-8d24-f762115d719f};Non;3.2025;3,20;1220;87,50;30;3202500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;140;100;80;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;52;;;;8806;cp;2016;5;26500
313;1;312;608;;;DCIM/rivrimouski_20250728114510.jpg;2025/07/25 12:57:08.825;"{""Pl""}";1;M;2;70;10;20;"{""RG""}";{62301185-f947-452e-9eb4-589fa306ee7d};Non;617.666666666667;617,67;17000;363,33;100;617666666,7;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;150;700;700;550;30;50;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;53;;;;8806;cp;2016;5;27000
314;1;313;609;;;DCIM/rivrimouski_20250728114722.jpg;2025/07/25 12:57:08.825;"{""Pl""}";1;M;1;40;30;30;"{""RG""}";{d71d07a1-e99c-4544-ade1-d98aa2023abb};Non;8.25;8,25;1100;187,50;40;8250000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;30;400;250;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;53;;;;8806;cp;2016;5;27000
315;1;314;610;;;DCIM/rivrimouski_20250728115115.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;P;1;70;15;15;"{""RG""}";{16671778-7c21-46e7-bb26-dad90ae13049};Non;19.32;19,32;3450;112,00;50;19320000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;150;20;250;60;80;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;53;;;;8806;cp;2016;5;27000
316;1;315;611;;;DCIM/rivrimouski_20250728115729.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;M;2;70;15;15;"{""RG""}";{1d051874-1ec5-4817-85b0-f706c6c4773c};Non;22.8075;22,81;2300;172,50;50;19837500;1100;40;67,50;2970000,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;270;120;250;50;;;40;60;120;50;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;53;;;;8806;cp;2016;5;27000
317;1;316;612;;;DCIM/rivrimouski_20250728120108.jpg;2025/07/25 12:57:08.825;"{""Bc""}";20;D;3;40;30;30;"{""RG""}";{f23c200f-ff9f-4266-87a1-a69e39b80470};Non;105.59825;105,60;1180;110,00;40;5192000;2550;90;437,50;100406250,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;50;170;140;80;;;400;500;600;250;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;53;;;;8806;cp;2016;5;27000
318;1;317;613;;;DCIM/rivrimouski_20250728121235.jpg;2025/07/25 12:57:08.825;"{""Bc""}";40;M;2;40;30;30;"{""RG""}";{ff6835ab-3c99-491e-91ae-86708bfce393};Non;1419.781;1419,78;1460;332,50;80;38836000;5720;130;960,00;713856000,00;120;2790;1992,5;667089000;;;;0;;;;0;Sam et julianne;3;Y;;;;;400;370;390;170;;;1000;1100;1300;850;550;1500;2660;2150;1540;1620;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;53;;;;8806;cp;2016;5;27000
319;1;318;614;;;DCIM/rivrimouski_20250728132518.jpg;2025/07/25 12:57:08.825;"{""Pl""}";5;M;2;60;20;20;"{""RG""}";{44d53404-29cc-4d4a-bd88-48fa7118263f};Non;169.65;169,65;2250;580,00;130;169650000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;250;250;1000;820;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;53;;;;8806;cp;2016;5;27000
320;1;319;615;;;DCIM/rivrimouski_20250728133137.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;D;1;80;10;10;"{""RG""}";{ef148c02-1b9c-48c4-a035-46d659643c59};Non;10.584;10,58;840;210,00;60;10584000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;380;130;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;54;;;;8806;cp;2016;5;27500
321;1;320;616;;;DCIM/rivrimouski_20250728133401.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;D;1;80;20;;"{""RG""}";{fff88eec-7092-4386-966c-a2cafcd8bfc5};Non;38.1425;38,14;2090;182,50;100;38142500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;60;70;250;350;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;54;;;;8806;cp;2016;5;27500
322;1;321;617;;;DCIM/rivrimouski_20250728134411.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;D;1;60;40;;"{""RG""}";{e68f99e2-27bd-4890-97f8-a473ab6abb7a};Non;2.275;2,28;910;83,33;30;2275000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;90;100;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;54;;;;8806;cp;2016;5;27500
323;1;322;618;;;DCIM/rivrimouski_20250728135435.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;D;1;40;60;;"{""RG""}";{3bc03b38-4697-4cd7-b0bf-4f8c4bc6ef16};Non;4.29;4,29;1300;82,50;40;4290000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;130;110;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;55;;;;8806;cp;2016;5;28000
324;1;323;619;;;DCIM/rivrimouski_20250728135812.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;1;70;20;10;"{""RG""}";{e13f73e1-da03-4d77-afa6-f0d8f61089de};Non;4.725;4,73;1400;67,50;50;4725000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;40;50;80;100;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;55;;;;8806;cp;2016;5;28000
325;1;324;620;;;DCIM/rivrimouski_20250728140109.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;70;20;10;"{""RG""}";{890e6d8d-e6fc-4a91-b540-8b93d559c8f1};Non;34.3735;34,37;1610;152,50;140;34373500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;60;90;240;220;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;55;;;;8806;cp;2016;5;28000
326;1;325;621;;;DCIM/rivrimouski_20250728140402.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;D;1;60;35;5;"{""RG""}";{c782e64b-b5b6-4464-b6c2-7b5aa9cb65e0};Non;6.12266666666667;6,12;560;136,67;80;6122666,667;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;80;10;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;55;;;;8806;cp;2016;5;28000
327;1;326;622;;;DCIM/rivrimouski_20250728140839.jpg;2025/07/25 12:57:08.825;"{""Ch""}";1;D;1;50;50;;"{""RG""}";{4d1dd4e1-cba9-4ffc-8390-0359d65b2ad2};Non;1.595;1,60;870;36,67;50;1595000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;70;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;56;;;;8806;cp;2016;5;28500
328;1;327;623;;;DCIM/rivrimouski_20250728142143.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;D;3;60;20;20;"{""RD""}";{5698538a-b156-4c5d-a25e-bb115685303c};Non;50830;50830,00;11960;14166,67;300;50830000000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;2000;5000;40000;30000;6000;2000;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;56;;;;8806;cp;2016;5;28500
329;1;328;624;;;DCIM/rivrimouski_20250728143434.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;D;1;80;10;10;"{""RD""}";{d8361dbc-f2d6-4885-9820-d507fc9b84f2};Non;27.846;27,85;2210;210,00;60;27846000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;80;120;280;360;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;57;;;;8806;cp;2016;5;29000
330;1;329;625;;;DCIM/rivrimouski_20250728143657.jpg;2025/07/25 12:57:08.825;"{""Pl""}";;D;3;90;5;5;"{""RD""}";{5418a5d8-9f30-4d22-99da-5c93ff87a11b};Non;165.1285;165,13;1660;432,50;230;165128500;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;640;710;350;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;57;;;;8806;cp;2016;5;29000
